probeset,hgnc
SDS|10993,SDS
SDSL|113675,SDSL
SEBOX|645832,SEBOX
SEC1|653677,SEC1
SEC11A|23478,SEC11A
SEC11C|90701,SEC11C
SEC13|6396,SEC13
SEC14L1|6397,SEC14L1
SEC14L2|23541,SEC14L2
SEC14L3|266629,SEC14L3
SEC14L4|284904,SEC14L4
SEC14L5|9717,SEC14L5
SEC16A|9919,SEC16A
SEC16B|89866,SEC16B
SEC22A|26984,SEC22A
SEC22B|9554,SEC22B
SEC22C|9117,SEC22C
SEC23A|10484,SEC23A
SEC23B|10483,SEC23B
SEC23IP|11196,SEC23IP
SEC24A|10802,SEC24A
SEC24B|10427,SEC24B
SEC24C|9632,SEC24C
SEC24D|9871,SEC24D
SEC31A|22872,SEC31A
SEC31B|25956,SEC31B
SEC61A1|29927,SEC61A1
SEC61A2|55176,SEC61A2
SEC61B|10952,SEC61B
SEC61G|23480,SEC61G
SEC62|7095,SEC62
SEC63|11231,SEC63
SECISBP2|79048,SECISBP2
SECISBP2L|9728,SECISBP2L
SECTM1|6398,SECTM1
SEH1L|81929,SEH1L
SEL1L|6400,SEL1L
SEL1L2|80343,SEL1L2
SEL1L3|23231,SEL1L3
SELE|6401,SELE
SELENBP1|8991,SELENBP1
SELK|58515,SELK
SELL|6402,SELL
SELM|140606,SELM
SELO|83642,SELO
SELP|6403,SELP
SELPLG|6404,SELPLG
SELS|55829,SELS
SELT|51714,SELT
SELV|348303,SELV
SEMA3A|10371,SEMA3A
SEMA3B|7869,SEMA3B
SEMA3C|10512,SEMA3C
SEMA3D|223117,SEMA3D
SEMA3E|9723,SEMA3E
SEMA3F|6405,SEMA3F
SEMA3G|56920,SEMA3G
SEMA4A|64218,SEMA4A
SEMA4B|10509,SEMA4B
SEMA4C|54910,SEMA4C
SEMA4D|10507,SEMA4D
SEMA4F|10505,SEMA4F
SEMA4G|57715,SEMA4G
SEMA5A|9037,SEMA5A
SEMA5B|54437,SEMA5B
SEMA6A|57556,SEMA6A
SEMA6B|10501,SEMA6B
SEMA6C|10500,SEMA6C
SEMA6D|80031,SEMA6D
SEMA7A|8482,SEMA7A
SEMG1|6406,SEMG1
SEMG2|6407,SEMG2
SENP1|29843,SENP1
SENP2|59343,SENP2
SENP3|26168,SENP3
SENP5|205564,SENP5
SENP6|26054,SENP6
SENP7|57337,SENP7
SENP8|123228,SENP8
SEP15|9403,SEP15
SEPHS1|22929,SEPHS1
SEPHS2|22928,SEPHS2
SEPN1|57190,SEPN1
SEPP1|6414,SEPP1
SEPSECS|51091,SEPSECS
SEPT1|1731,SEPT1
SEPT10|151011,SEPT10
SEPT11|55752,SEPT11
SEPT12|124404,SEPT12
SEPT14|346288,SEPT14
SEPT2|4735,SEPT2
SEPT3|55964,SEPT3
SEPT4|5414,SEPT4
SEPT5|5413,SEPT5
SEPT6|23157,SEPT6
SEPT7|989,SEPT7
SEPT7L|285961,SEPT7L
SEPT7P2|641977,SEPT7P2
SEPT8|23176,SEPT8
SEPT9|10801,SEPT9
SEPW1|6415,SEPW1
SEPX1|51734,SEPX1
SERAC1|84947,SERAC1
SERBP1|26135,SERBP1
SERF1A|8293,SERF1A
SERF2|10169,SERF2
SERGEF|26297,SERGEF
SERHL|94009,SERHL
SERHL2|253190,SERHL2
SERINC1|57515,SERINC1
SERINC2|347735,SERINC2
SERINC3|10955,SERINC3
SERINC4|619189,SERINC4
SERINC5|256987,SERINC5
SERP1|27230,SERP1
SERP2|387923,SERP2
SERPINA1|5265,SERPINA1
SERPINA10|51156,SERPINA10
SERPINA11|256394,SERPINA11
SERPINA12|145264,SERPINA12
SERPINA13|388007,SERPINA13
SERPINA3|12,SERPINA3
SERPINA4|5267,SERPINA4
SERPINA5|5104,SERPINA5
SERPINA6|866,SERPINA6
SERPINA7|6906,SERPINA7
SERPINA9|327657,SERPINA9
SERPINB1|1992,SERPINB1
SERPINB10|5273,SERPINB10
SERPINB11|89778,SERPINB11
SERPINB12|89777,SERPINB12
SERPINB13|5275,SERPINB13
SERPINB2|5055,SERPINB2
SERPINB3|6317,SERPINB3
SERPINB4|6318,SERPINB4
SERPINB5|5268,SERPINB5
SERPINB6|5269,SERPINB6
SERPINB7|8710,SERPINB7
SERPINB8|5271,SERPINB8
SERPINB9|5272,SERPINB9
SERPINC1|462,SERPINC1
SERPIND1|3053,SERPIND1
SERPINE1|5054,SERPINE1
SERPINE2|5270,SERPINE2
SERPINE3|647174,SERPINE3
SERPINF1|5176,SERPINF1
SERPINF2|5345,SERPINF2
SERPING1|710,SERPING1
SERPINH1|871,SERPINH1
SERPINI1|5274,SERPINI1
SERPINI2|5276,SERPINI2
SERTAD1|29950,SERTAD1
SERTAD2|9792,SERTAD2
SERTAD3|29946,SERTAD3
SERTAD4|56256,SERTAD4
SESN1|27244,SESN1
SESN2|83667,SESN2
SESN3|143686,SESN3
SESTD1|91404,SESTD1
SET|6418,SET
SETBP1|26040,SETBP1
SETD1A|9739,SETD1A
SETD1B|23067,SETD1B
SETD2|29072,SETD2
SETD3|84193,SETD3
SETD4|54093,SETD4
SETD5|55209,SETD5
SETD6|79918,SETD6
SETD7|80854,SETD7
SETD8|387893,SETD8
SETDB1|9869,SETDB1
SETDB2|83852,SETDB2
SETMAR|6419,SETMAR
SETX|23064,SETX
SEZ6|124925,SEZ6
SEZ6L|23544,SEZ6L
SEZ6L2|26470,SEZ6L2
SF1|7536,SF1
SF3A1|10291,SF3A1
SF3A2|8175,SF3A2
SF3A3|10946,SF3A3
SF3B1|23451,SF3B1
SF3B14|51639,SF3B14
SF3B2|10992,SF3B2
SF3B3|23450,SF3B3
SF3B4|10262,SF3B4
SF3B5|83443,SF3B5
SF4|57794,SF4
SFI1|9814,SFI1
SFMBT1|51460,SFMBT1
SFMBT2|57713,SFMBT2
SFN|2810,SFN
SFPQ|6421,SFPQ
SFRP1|6422,SFRP1
SFRP2|6423,SFRP2
SFRP4|6424,SFRP4
SFRP5|6425,SFRP5
SFRS1|6426,SFRS1
SFRS11|9295,SFRS11
SFRS12|140890,SFRS12
SFRS12IP1|285672,SFRS12IP1
SFRS13A|10772,SFRS13A
SFRS13B|135295,SFRS13B
SFRS14|10147,SFRS14
SFRS15|57466,SFRS15
SFRS16|11129,SFRS16
SFRS17A|8227,SFRS17A
SFRS18|25957,SFRS18
SFRS2|6427,SFRS2
SFRS2B|10929,SFRS2B
SFRS2IP|9169,SFRS2IP
SFRS3|6428,SFRS3
SFRS4|6429,SFRS4
SFRS5|6430,SFRS5
SFRS6|6431,SFRS6
SFRS7|6432,SFRS7
SFRS8|6433,SFRS8
SFRS9|8683,SFRS9
SFT2D1|113402,SFT2D1
SFT2D2|375035,SFT2D2
SFT2D3|84826,SFT2D3
SFTA1P|207107,SFTA1P
SFTA2|389376,SFTA2
SFTA3|253970,SFTA3
SFTPA1|653509,SFTPA1
SFTPA2|729238,SFTPA2
SFTPB|6439,SFTPB
SFTPC|6440,SFTPC
SFTPD|6441,SFTPD
SFXN1|94081,SFXN1
SFXN2|118980,SFXN2
SFXN3|81855,SFXN3
SFXN4|119559,SFXN4
SFXN5|94097,SFXN5
SGCA|6442,SGCA
SGCB|6443,SGCB
SGCD|6444,SGCD
SGCE|8910,SGCE
SGCG|6445,SGCG
SGCZ|137868,SGCZ
SGEF|26084,SGEF
SGIP1|84251,SGIP1
SGK1|6446,SGK1
SGK196|84197,SGK196
SGK2|10110,SGK2
SGK223|157285,SGK223
SGK269|79834,SGK269
SGK3|23678,SGK3
SGK494|124923,SGK494
SGMS1|259230,SGMS1
SGMS2|166929,SGMS2
SGOL1|151648,SGOL1
SGOL2|151246,SGOL2
SGPL1|8879,SGPL1
SGPP1|81537,SGPP1
SGPP2|130367,SGPP2
SGSH|6448,SGSH
SGSM1|129049,SGSM1
SGSM2|9905,SGSM2
SGSM3|27352,SGSM3
SGTA|6449,SGTA
SGTB|54557,SGTB
SH2B1|25970,SH2B1
SH2B2|10603,SH2B2
SH2B3|10019,SH2B3
SH2D1A|4068,SH2D1A
SH2D1B|117157,SH2D1B
SH2D2A|9047,SH2D2A
SH2D3A|10045,SH2D3A
SH2D3C|10044,SH2D3C
SH2D4A|63898,SH2D4A
SH2D4B|387694,SH2D4B
SH2D5|400745,SH2D5
SH2D6|284948,SH2D6
SH2D7|646892,SH2D7
SH3BGR|6450,SH3BGR
SH3BGRL|6451,SH3BGRL
SH3BGRL2|83699,SH3BGRL2
SH3BGRL3|83442,SH3BGRL3
SH3BP1|23616,SH3BP1
SH3BP2|6452,SH3BP2
SH3BP4|23677,SH3BP4
SH3BP5|9467,SH3BP5
SH3BP5L|80851,SH3BP5L
SH3D19|152503,SH3D19
SH3D20|201175,SH3D20
SH3GL1|6455,SH3GL1
SH3GL2|6456,SH3GL2
SH3GL3|6457,SH3GL3
SH3GLB1|51100,SH3GLB1
SH3GLB2|56904,SH3GLB2
SH3KBP1|30011,SH3KBP1
SH3PXD2A|9644,SH3PXD2A
SH3PXD2B|285590,SH3PXD2B
SH3RF1|57630,SH3RF1
SH3RF2|153769,SH3RF2
SH3RF3|344558,SH3RF3
SH3TC1|54436,SH3TC1
SH3TC2|79628,SH3TC2
SH3YL1|26751,SH3YL1
SHANK1|50944,SHANK1
SHANK2|22941,SHANK2
SHANK3|85358,SHANK3
SHARPIN|81858,SHARPIN
SHB|6461,SHB
SHBG|6462,SHBG
SHC1|6464,SHC1
SHC2|25759,SHC2
SHC3|53358,SHC3
SHC4|399694,SHC4
SHCBP1|79801,SHCBP1
SHD|56961,SHD
SHE|126669,SHE
SHF|90525,SHF
SHFM1|7979,SHFM1
SHH|6469,SHH
SHISA2|387914,SHISA2
SHISA3|152573,SHISA3
SHISA4|149345,SHISA4
SHISA5|51246,SHISA5
SHISA6|388336,SHISA6
SHISA7|729956,SHISA7
SHISA9|729993,SHISA9
SHKBP1|92799,SHKBP1
SHMT1|6470,SHMT1
SHMT2|6472,SHMT2
SHOC2|8036,SHOC2
SHOX|6473,SHOX
SHOX2|6474,SHOX2
SHPK|23729,SHPK
SHPRH|257218,SHPRH
SHQ1|55164,SHQ1
SHROOM1|134549,SHROOM1
SHROOM2|357,SHROOM2
SHROOM3|57619,SHROOM3
SHROOM4|57477,SHROOM4
SI|6476,SI
SIAE|54414,SIAE
SIAH1|6477,SIAH1
SIAH2|6478,SIAH2
SIAH3|283514,SIAH3
SIDT1|54847,SIDT1
SIDT2|51092,SIDT2
SIGIRR|59307,SIGIRR
SIGLEC1|6614,SIGLEC1
SIGLEC10|89790,SIGLEC10
SIGLEC11|114132,SIGLEC11
SIGLEC12|89858,SIGLEC12
SIGLEC14|100049587,SIGLEC14
SIGLEC15|284266,SIGLEC15
SIGLEC16|400709,SIGLEC16
SIGLEC5|8778,SIGLEC5
SIGLEC6|946,SIGLEC6
SIGLEC7|27036,SIGLEC7
SIGLEC8|27181,SIGLEC8
SIGLEC9|27180,SIGLEC9
SIGLECP3|284367,SIGLECP3
SIGMAR1|10280,SIGMAR1
SIK1|150094,SIK1
SIK2|23235,SIK2
SIK3|23387,SIK3
SIKE1|80143,SIKE1
SIL1|64374,SIL1
SILV|6490,SILV
SIM1|6492,SIM1
SIM2|6493,SIM2
SIN3A|25942,SIN3A
SIN3B|23309,SIN3B
SIP1|8487,SIP1
SIPA1|6494,SIPA1
SIPA1L1|26037,SIPA1L1
SIPA1L2|57568,SIPA1L2
SIPA1L3|23094,SIPA1L3
SIRPA|140885,SIRPA
SIRPB1|10326,SIRPB1
SIRPB2|284759,SIRPB2
SIRPD|128646,SIRPD
SIRPG|55423,SIRPG
SIRT1|23411,SIRT1
SIRT2|22933,SIRT2
SIRT3|23410,SIRT3
SIRT4|23409,SIRT4
SIRT5|23408,SIRT5
SIRT6|51548,SIRT6
SIRT7|51547,SIRT7
SIT1|27240,SIT1
SIVA1|10572,SIVA1
SIX1|6495,SIX1
SIX2|10736,SIX2
SIX3|6496,SIX3
SIX4|51804,SIX4
SIX5|147912,SIX5
SIX6|4990,SIX6
SKA1|220134,SKA1
SKA2|348235,SKA2
SKA3|221150,SKA3
SKAP1|8631,SKAP1
SKAP2|8935,SKAP2
SKI|6497,SKI
SKIL|6498,SKIL
SKINTL|391037,SKINTL
SKIV2L|6499,SKIV2L
SKIV2L2|23517,SKIV2L2
SKP1|6500,SKP1
SKP2|6502,SKP2
SLA|6503,SLA
SLA2|84174,SLA2
SLAIN1|122060,SLAIN1
SLAIN2|57606,SLAIN2
SLAMF1|6504,SLAMF1
SLAMF6|114836,SLAMF6
SLAMF7|57823,SLAMF7
SLAMF8|56833,SLAMF8
SLAMF9|89886,SLAMF9
SLBP|7884,SLBP
SLC10A1|6554,SLC10A1
SLC10A2|6555,SLC10A2
SLC10A3|8273,SLC10A3
SLC10A4|201780,SLC10A4
SLC10A5|347051,SLC10A5
SLC10A6|345274,SLC10A6
SLC10A7|84068,SLC10A7
SLC11A1|6556,SLC11A1
SLC11A2|4891,SLC11A2
SLC12A1|6557,SLC12A1
SLC12A2|6558,SLC12A2
SLC12A3|6559,SLC12A3
SLC12A4|6560,SLC12A4
SLC12A5|57468,SLC12A5
SLC12A6|9990,SLC12A6
SLC12A7|10723,SLC12A7
SLC12A8|84561,SLC12A8
SLC12A9|56996,SLC12A9
SLC13A1|6561,SLC13A1
SLC13A2|9058,SLC13A2
SLC13A3|64849,SLC13A3
SLC13A4|26266,SLC13A4
SLC13A5|284111,SLC13A5
SLC14A1|6563,SLC14A1
SLC14A2|8170,SLC14A2
SLC15A1|6564,SLC15A1
SLC15A2|6565,SLC15A2
SLC15A3|51296,SLC15A3
SLC15A4|121260,SLC15A4
SLC16A1|6566,SLC16A1
SLC16A10|117247,SLC16A10
SLC16A11|162515,SLC16A11
SLC16A12|387700,SLC16A12
SLC16A13|201232,SLC16A13
SLC16A14|151473,SLC16A14
SLC16A2|6567,SLC16A2
SLC16A3|9123,SLC16A3
SLC16A4|9122,SLC16A4
SLC16A5|9121,SLC16A5
SLC16A6|9120,SLC16A6
SLC16A7|9194,SLC16A7
SLC16A8|23539,SLC16A8
SLC16A9|220963,SLC16A9
SLC17A1|6568,SLC17A1
SLC17A2|10246,SLC17A2
SLC17A3|10786,SLC17A3
SLC17A4|10050,SLC17A4
SLC17A5|26503,SLC17A5
SLC17A6|57084,SLC17A6
SLC17A7|57030,SLC17A7
SLC17A8|246213,SLC17A8
SLC17A9|63910,SLC17A9
SLC18A1|6570,SLC18A1
SLC18A2|6571,SLC18A2
SLC18A3|6572,SLC18A3
SLC19A1|6573,SLC19A1
SLC19A2|10560,SLC19A2
SLC19A3|80704,SLC19A3
SLC1A1|6505,SLC1A1
SLC1A2|6506,SLC1A2
SLC1A3|6507,SLC1A3
SLC1A4|6509,SLC1A4
SLC1A5|6510,SLC1A5
SLC1A6|6511,SLC1A6
SLC1A7|6512,SLC1A7
SLC20A1|6574,SLC20A1
SLC20A2|6575,SLC20A2
SLC22A1|6580,SLC22A1
SLC22A10|387775,SLC22A10
SLC22A11|55867,SLC22A11
SLC22A12|116085,SLC22A12
SLC22A13|9390,SLC22A13
SLC22A14|9389,SLC22A14
SLC22A15|55356,SLC22A15
SLC22A16|85413,SLC22A16
SLC22A17|51310,SLC22A17
SLC22A18|5002,SLC22A18
SLC22A18AS|5003,SLC22A18AS
SLC22A2|6582,SLC22A2
SLC22A20|440044,SLC22A20
SLC22A23|63027,SLC22A23
SLC22A24|283238,SLC22A24
SLC22A25|387601,SLC22A25
SLC22A3|6581,SLC22A3
SLC22A4|6583,SLC22A4
SLC22A5|6584,SLC22A5
SLC22A6|9356,SLC22A6
SLC22A7|10864,SLC22A7
SLC22A8|9376,SLC22A8
SLC22A9|114571,SLC22A9
SLC23A1|9963,SLC23A1
SLC23A2|9962,SLC23A2
SLC23A3|151295,SLC23A3
SLC24A1|9187,SLC24A1
SLC24A2|25769,SLC24A2
SLC24A3|57419,SLC24A3
SLC24A4|123041,SLC24A4
SLC24A5|283652,SLC24A5
SLC24A6|80024,SLC24A6
SLC25A1|6576,SLC25A1
SLC25A10|1468,SLC25A10
SLC25A11|8402,SLC25A11
SLC25A12|8604,SLC25A12
SLC25A13|10165,SLC25A13
SLC25A14|9016,SLC25A14
SLC25A15|10166,SLC25A15
SLC25A16|8034,SLC25A16
SLC25A17|10478,SLC25A17
SLC25A18|83733,SLC25A18
SLC25A19|60386,SLC25A19
SLC25A2|83884,SLC25A2
SLC25A20|788,SLC25A20
SLC25A21|89874,SLC25A21
SLC25A22|79751,SLC25A22
SLC25A23|79085,SLC25A23
SLC25A24|29957,SLC25A24
SLC25A25|114789,SLC25A25
SLC25A26|115286,SLC25A26
SLC25A27|9481,SLC25A27
SLC25A28|81894,SLC25A28
SLC25A29|123096,SLC25A29
SLC25A3|5250,SLC25A3
SLC25A30|253512,SLC25A30
SLC25A31|83447,SLC25A31
SLC25A32|81034,SLC25A32
SLC25A33|84275,SLC25A33
SLC25A34|284723,SLC25A34
SLC25A35|399512,SLC25A35
SLC25A36|55186,SLC25A36
SLC25A37|51312,SLC25A37
SLC25A38|54977,SLC25A38
SLC25A39|51629,SLC25A39
SLC25A4|291,SLC25A4
SLC25A40|55972,SLC25A40
SLC25A41|284427,SLC25A41
SLC25A42|284439,SLC25A42
SLC25A43|203427,SLC25A43
SLC25A44|9673,SLC25A44
SLC25A45|283130,SLC25A45
SLC25A46|91137,SLC25A46
SLC25A5|292,SLC25A5
SLC25A6|293,SLC25A6
SLC26A1|10861,SLC26A1
SLC26A10|65012,SLC26A10
SLC26A11|284129,SLC26A11
SLC26A2|1836,SLC26A2
SLC26A3|1811,SLC26A3
SLC26A4|5172,SLC26A4
SLC26A5|375611,SLC26A5
SLC26A6|65010,SLC26A6
SLC26A7|115111,SLC26A7
SLC26A8|116369,SLC26A8
SLC26A9|115019,SLC26A9
SLC27A1|376497,SLC27A1
SLC27A2|11001,SLC27A2
SLC27A3|11000,SLC27A3
SLC27A4|10999,SLC27A4
SLC27A5|10998,SLC27A5
SLC27A6|28965,SLC27A6
SLC28A1|9154,SLC28A1
SLC28A2|9153,SLC28A2
SLC28A3|64078,SLC28A3
SLC29A1|2030,SLC29A1
SLC29A2|3177,SLC29A2
SLC29A3|55315,SLC29A3
SLC29A4|222962,SLC29A4
SLC2A1|6513,SLC2A1
SLC2A10|81031,SLC2A10
SLC2A11|66035,SLC2A11
SLC2A12|154091,SLC2A12
SLC2A13|114134,SLC2A13
SLC2A14|144195,SLC2A14
SLC2A2|6514,SLC2A2
SLC2A3|6515,SLC2A3
SLC2A4|6517,SLC2A4
SLC2A4RG|56731,SLC2A4RG
SLC2A5|6518,SLC2A5
SLC2A6|11182,SLC2A6
SLC2A7|155184,SLC2A7
SLC2A8|29988,SLC2A8
SLC2A9|56606,SLC2A9
SLC30A1|7779,SLC30A1
SLC30A10|55532,SLC30A10
SLC30A2|7780,SLC30A2
SLC30A3|7781,SLC30A3
SLC30A4|7782,SLC30A4
SLC30A5|64924,SLC30A5
SLC30A6|55676,SLC30A6
SLC30A7|148867,SLC30A7
SLC30A8|169026,SLC30A8
SLC30A9|10463,SLC30A9
SLC31A1|1317,SLC31A1
SLC31A2|1318,SLC31A2
SLC32A1|140679,SLC32A1
SLC33A1|9197,SLC33A1
SLC34A1|6569,SLC34A1
SLC34A2|10568,SLC34A2
SLC34A3|142680,SLC34A3
SLC35A1|10559,SLC35A1
SLC35A2|7355,SLC35A2
SLC35A3|23443,SLC35A3
SLC35A4|113829,SLC35A4
SLC35A5|55032,SLC35A5
SLC35B1|10237,SLC35B1
SLC35B2|347734,SLC35B2
SLC35B3|51000,SLC35B3
SLC35B4|84912,SLC35B4
SLC35C1|55343,SLC35C1
SLC35C2|51006,SLC35C2
SLC35D1|23169,SLC35D1
SLC35D2|11046,SLC35D2
SLC35D3|340146,SLC35D3
SLC35E1|79939,SLC35E1
SLC35E2|728661,SLC35E2
SLC35E2|9906,SLC35E2
SLC35E3|55508,SLC35E3
SLC35E4|339665,SLC35E4
SLC35F1|222553,SLC35F1
SLC35F2|54733,SLC35F2
SLC35F3|148641,SLC35F3
SLC35F4|341880,SLC35F4
SLC35F5|80255,SLC35F5
SLC36A1|206358,SLC36A1
SLC36A2|153201,SLC36A2
SLC36A3|285641,SLC36A3
SLC36A4|120103,SLC36A4
SLC37A1|54020,SLC37A1
SLC37A2|219855,SLC37A2
SLC37A3|84255,SLC37A3
SLC37A4|2542,SLC37A4
SLC38A1|81539,SLC38A1
SLC38A10|124565,SLC38A10
SLC38A11|151258,SLC38A11
SLC38A2|54407,SLC38A2
SLC38A3|10991,SLC38A3
SLC38A4|55089,SLC38A4
SLC38A5|92745,SLC38A5
SLC38A6|145389,SLC38A6
SLC38A7|55238,SLC38A7
SLC38A8|146167,SLC38A8
SLC38A9|153129,SLC38A9
SLC39A1|27173,SLC39A1
SLC39A10|57181,SLC39A10
SLC39A11|201266,SLC39A11
SLC39A12|221074,SLC39A12
SLC39A13|91252,SLC39A13
SLC39A14|23516,SLC39A14
SLC39A2|29986,SLC39A2
SLC39A3|29985,SLC39A3
SLC39A4|55630,SLC39A4
SLC39A5|283375,SLC39A5
SLC39A6|25800,SLC39A6
SLC39A7|7922,SLC39A7
SLC39A8|64116,SLC39A8
SLC39A9|55334,SLC39A9
SLC3A1|6519,SLC3A1
SLC3A2|6520,SLC3A2
SLC40A1|30061,SLC40A1
SLC41A1|254428,SLC41A1
SLC41A2|84102,SLC41A2
SLC41A3|54946,SLC41A3
SLC43A1|8501,SLC43A1
SLC43A2|124935,SLC43A2
SLC43A3|29015,SLC43A3
SLC44A1|23446,SLC44A1
SLC44A2|57153,SLC44A2
SLC44A3|126969,SLC44A3
SLC44A4|80736,SLC44A4
SLC44A5|204962,SLC44A5
SLC45A1|50651,SLC45A1
SLC45A2|51151,SLC45A2
SLC45A3|85414,SLC45A3
SLC45A4|57210,SLC45A4
SLC46A1|113235,SLC46A1
SLC46A2|57864,SLC46A2
SLC46A3|283537,SLC46A3
SLC47A1|55244,SLC47A1
SLC47A2|146802,SLC47A2
SLC48A1|55652,SLC48A1
SLC4A1|6521,SLC4A1
SLC4A10|57282,SLC4A10
SLC4A11|83959,SLC4A11
SLC4A1AP|22950,SLC4A1AP
SLC4A2|6522,SLC4A2
SLC4A3|6508,SLC4A3
SLC4A4|8671,SLC4A4
SLC4A5|57835,SLC4A5
SLC4A7|9497,SLC4A7
SLC4A8|9498,SLC4A8
SLC4A9|83697,SLC4A9
SLC5A1|6523,SLC5A1
SLC5A10|125206,SLC5A10
SLC5A11|115584,SLC5A11
SLC5A12|159963,SLC5A12
SLC5A2|6524,SLC5A2
SLC5A3|6526,SLC5A3
SLC5A4|6527,SLC5A4
SLC5A5|6528,SLC5A5
SLC5A6|8884,SLC5A6
SLC5A7|60482,SLC5A7
SLC5A8|160728,SLC5A8
SLC5A9|200010,SLC5A9
SLC6A1|6529,SLC6A1
SLC6A10P|386757,SLC6A10P
SLC6A11|6538,SLC6A11
SLC6A12|6539,SLC6A12
SLC6A13|6540,SLC6A13
SLC6A14|11254,SLC6A14
SLC6A15|55117,SLC6A15
SLC6A16|28968,SLC6A16
SLC6A17|388662,SLC6A17
SLC6A18|348932,SLC6A18
SLC6A19|340024,SLC6A19
SLC6A2|6530,SLC6A2
SLC6A20|54716,SLC6A20
SLC6A3|6531,SLC6A3
SLC6A4|6532,SLC6A4
SLC6A5|9152,SLC6A5
SLC6A6|6533,SLC6A6
SLC6A7|6534,SLC6A7
SLC6A8|6535,SLC6A8
SLC6A9|6536,SLC6A9
SLC7A1|6541,SLC7A1
SLC7A10|56301,SLC7A10
SLC7A11|23657,SLC7A11
SLC7A13|157724,SLC7A13
SLC7A14|57709,SLC7A14
SLC7A2|6542,SLC7A2
SLC7A3|84889,SLC7A3
SLC7A4|6545,SLC7A4
SLC7A5|8140,SLC7A5
SLC7A5P1|81893,SLC7A5P1
SLC7A5P2|387254,SLC7A5P2
SLC7A6|9057,SLC7A6
SLC7A6OS|84138,SLC7A6OS
SLC7A7|9056,SLC7A7
SLC7A8|23428,SLC7A8
SLC7A9|11136,SLC7A9
SLC8A1|6546,SLC8A1
SLC8A2|6543,SLC8A2
SLC8A3|6547,SLC8A3
SLC9A1|6548,SLC9A1
SLC9A10|285335,SLC9A10
SLC9A11|284525,SLC9A11
SLC9A2|6549,SLC9A2
SLC9A3|6550,SLC9A3
SLC9A3R1|9368,SLC9A3R1
SLC9A3R2|9351,SLC9A3R2
SLC9A4|389015,SLC9A4
SLC9A5|6553,SLC9A5
SLC9A6|10479,SLC9A6
SLC9A7|84679,SLC9A7
SLC9A8|23315,SLC9A8
SLC9A9|285195,SLC9A9
SLCO1A2|6579,SLCO1A2
SLCO1B1|10599,SLCO1B1
SLCO1B3|28234,SLCO1B3
SLCO1C1|53919,SLCO1C1
SLCO2A1|6578,SLCO2A1
SLCO2B1|11309,SLCO2B1
SLCO3A1|28232,SLCO3A1
SLCO4A1|28231,SLCO4A1
SLCO4C1|353189,SLCO4C1
SLCO5A1|81796,SLCO5A1
SLCO6A1|133482,SLCO6A1
SLED1|643036,SLED1
SLFN11|91607,SLFN11
SLFN12|55106,SLFN12
SLFN12L|342615,SLFN12L
SLFN13|146857,SLFN13
SLFN14|342618,SLFN14
SLFN5|162394,SLFN5
SLFNL1|200172,SLFNL1
SLIT1|6585,SLIT1
SLIT2|9353,SLIT2
SLIT3|6586,SLIT3
SLITRK1|114798,SLITRK1
SLITRK2|84631,SLITRK2
SLITRK3|22865,SLITRK3
SLITRK4|139065,SLITRK4
SLITRK5|26050,SLITRK5
SLITRK6|84189,SLITRK6
SLK|9748,SLK
SLMAP|7871,SLMAP
SLMO1|10650,SLMO1
SLMO2|51012,SLMO2
SLN|6588,SLN
SLPI|6590,SLPI
SLTM|79811,SLTM
SLU7|10569,SLU7
SLURP1|57152,SLURP1
SMAD1|4086,SMAD1
SMAD2|4087,SMAD2
SMAD3|4088,SMAD3
SMAD4|4089,SMAD4
SMAD5|4090,SMAD5
SMAD5OS|9597,SMAD5OS
SMAD6|4091,SMAD6
SMAD7|4092,SMAD7
SMAD9|4093,SMAD9
SMAGP|57228,SMAGP
SMAP1|60682,SMAP1
SMAP2|64744,SMAP2
SMARCA1|6594,SMARCA1
SMARCA2|6595,SMARCA2
SMARCA4|6597,SMARCA4
SMARCA5|8467,SMARCA5
SMARCAD1|56916,SMARCAD1
SMARCAL1|50485,SMARCAL1
SMARCB1|6598,SMARCB1
SMARCC1|6599,SMARCC1
SMARCC2|6601,SMARCC2
SMARCD1|6602,SMARCD1
SMARCD2|6603,SMARCD2
SMARCD3|6604,SMARCD3
SMARCE1|6605,SMARCE1
SMC1A|8243,SMC1A
SMC1B|27127,SMC1B
SMC2|10592,SMC2
SMC3|9126,SMC3
SMC4|10051,SMC4
SMC5|23137,SMC5
SMC6|79677,SMC6
SMCHD1|23347,SMCHD1
SMCP|4184,SMCP
SMCR5|140771,SMCR5
SMCR7|125170,SMCR7
SMCR7L|54471,SMCR7L
SMCR8|140775,SMCR8
SMEK1|55671,SMEK1
SMEK2|57223,SMEK2
SMEK3P|139420,SMEK3P
SMG1|23049,SMG1
SMG5|23381,SMG5
SMG6|23293,SMG6
SMG7|9887,SMG7
SMN1|6606,SMN1
SMN2|6607,SMN2
SMNDC1|10285,SMNDC1
SMO|6608,SMO
SMOC1|64093,SMOC1
SMOC2|64094,SMOC2
SMOX|54498,SMOX
SMPD1|6609,SMPD1
SMPD2|6610,SMPD2
SMPD3|55512,SMPD3
SMPD4|55627,SMPD4
SMPDL3A|10924,SMPDL3A
SMPDL3B|27293,SMPDL3B
SMPX|23676,SMPX
SMR3A|26952,SMR3A
SMR3B|10879,SMR3B
SMS|6611,SMS
SMTN|6525,SMTN
SMTNL1|219537,SMTNL1
